COM,SensorID,DateTime,Temperature,Salinity,VbiasPos,Vrse,Vrse_std,Vk,Vk_std,Ik,Ib
COM4,GliderFET004,2025-06-18 17:14,13.1382,33.7366,3.54,-0.835503,2.7e-05,-0.875621,7e-06,-1.51,-0.027
COM3,GliderFET012,2025-06-18 17:15,13.1338,33.7372,3.58,-0.438561,2.1e-05,-0.507188,4.2e-05,44.53,0.038
COM4,GliderFET004,2025-06-18 17:15,13.1338,33.7372,3.54,-0.83539,3.1e-05,-0.875524,1e-05,4.05,-0.03
COM3,GliderFET012,2025-06-18 17:16,13.1354,33.7374,3.58,-0.438526,2.4e-05,-0.507036,5.4e-05,41.42,0.066
COM4,GliderFET004,2025-06-18 17:16,13.1354,33.7374,3.54,-0.835333,2.2e-05,-0.875467,1e-05,-1.25,-0.032
COM3,GliderFET012,2025-06-18 17:17,13.1395,33.737,3.58,-0.438485,1.7e-05,-0.506953,8e-06,43.08,0.066
COM4,GliderFET004,2025-06-18 17:17,13.1395,33.737,3.54,-0.835249,3.5e-05,-0.875403,9e-06,-3.96,-0.026
COM3,GliderFET012,2025-06-18 17:18,13.1571,33.7348,3.58,-0.438469,2e-05,-0.506866,5.1e-05,43.08,0.081
COM4,GliderFET004,2025-06-18 17:18,13.1571,33.7348,3.54,-0.835189,2.1e-05,-0.875357,8e-06,4.7,-0.028
COM3,GliderFET012,2025-06-18 17:19,13.1679,33.7337,3.58,-0.438509,2.7e-05,-0.506793,2.4e-05,42.27,0.072
COM4,GliderFET004,2025-06-18 17:19,13.1679,33.7337,3.54,-0.835128,3e-05,-0.875301,1e-05,1.06,-0.022
COM3,GliderFET012,2025-06-18 17:20,13.1705,33.7335,3.58,-0.438424,2e-05,-0.506603,5.1e-05,43.59,0.063
COM4,GliderFET004,2025-06-18 17:20,13.1705,33.7335,3.54,-0.83509,2.6e-05,-0.875277,1.3e-05,-2.18,-0.027
COM3,GliderFET012,2025-06-18 17:21,13.1674,33.7339,3.58,-0.438396,2.2e-05,-0.506487,2.7e-05,42.77,0.031
COM4,GliderFET004,2025-06-18 17:21,13.1674,33.7339,3.54,-0.835009,2.2e-05,-0.8752,4e-06,1.71,-0.023
COM3,GliderFET012,2025-06-18 17:22,13.1831,33.7325,3.58,-0.438358,2e-05,-0.506398,6.1e-05,42.58,0.147
COM4,GliderFET004,2025-06-18 17:22,13.1831,33.7325,3.54,-0.834986,2.2e-05,-0.875183,6e-06,-0.18,-0.021
COM3,GliderFET012,2025-06-18 17:23,13.1925,33.7321,3.58,-0.438367,2.6e-05,-0.506284,1.6e-05,44.91,0.116
COM4,GliderFET004,2025-06-18 17:23,13.1925,33.7321,3.54,-0.8349,2.7e-05,-0.875102,1.4e-05,-0.2,-0.03
COM3,GliderFET012,2025-06-18 17:24,13.1928,33.7326,3.58,-0.438302,1.5e-05,-0.506153,2.7e-05,45.35,0.011
COM4,GliderFET004,2025-06-18 17:24,13.1928,33.7326,3.54,-0.834878,2.2e-05,-0.875111,6e-06,0.28,-0.026
COM3,GliderFET012,2025-06-18 17:25,13.1909,33.7327,3.58,-0.438294,1.6e-05,-0.506044,4.5e-05,43.52,0.009
COM4,GliderFET004,2025-06-18 17:25,13.1909,33.7327,3.54,-0.834811,2.6e-05,-0.875045,1.3e-05,-3.61,-0.032
COM3,GliderFET012,2025-06-18 17:26,13.1951,33.7323,3.58,-0.438275,2.8e-05,-0.505963,3.7e-05,44.22,0.081
COM4,GliderFET004,2025-06-18 17:26,13.1951,33.7323,3.54,-0.834753,2.2e-05,-0.875019,6e-06,0.02,-0.024
COM3,GliderFET012,2025-06-18 17:27,13.1985,33.7323,3.58,-0.438212,2e-05,-0.505844,4.3e-05,45.54,0.032
COM4,GliderFET004,2025-06-18 17:27,13.1985,33.7323,3.54,-0.834706,3.5e-05,-0.874948,7e-06,0.31,-0.031
COM3,GliderFET012,2025-06-18 17:28,13.2051,33.7324,3.58,-0.438212,2.8e-05,-0.505752,4.2e-05,45.31,0.116
COM4,GliderFET004,2025-06-18 17:28,13.2051,33.7324,3.54,-0.834709,3.4e-05,-0.874959,1e-05,-0.46,-0.031
COM3,GliderFET012,2025-06-18 17:29,13.2142,33.7312,3.58,-0.438186,1.8e-05,-0.505683,4e-05,40.95,0.103
COM4,GliderFET004,2025-06-18 17:29,13.2142,33.7312,3.54,-0.834668,1.4e-05,-0.874942,1.4e-05,0.81,-0.026
COM3,GliderFET012,2025-06-18 17:30,13.2238,33.7304,3.58,-0.438155,2.3e-05,-0.505539,3.1e-05,42.5,0.073
COM4,GliderFET004,2025-06-18 17:30,13.2238,33.7304,3.54,-0.834669,2.6e-05,-0.874974,7e-06,0.67,-0.035
COM3,GliderFET012,2025-06-18 17:31,13.2342,33.7295,3.58,-0.438122,3e-05,-0.505456,2.9e-05,44.01,0.101
COM4,GliderFET004,2025-06-18 17:31,13.2342,33.7295,3.54,-0.834657,3e-05,-0.87494,1.3e-05,1.87,-0.028
COM3,GliderFET012,2025-06-18 17:32,13.2454,33.7292,3.58,-0.438103,2e-05,-0.505385,3.7e-05,44.03,0.111
COM4,GliderFET004,2025-06-18 17:32,13.2454,33.7292,3.54,-0.83461,2.8e-05,-0.874915,1.6e-05,-2.86,-0.02
COM3,GliderFET012,2025-06-18 17:33,13.2578,33.7278,3.58,-0.438045,2.1e-05,-0.505286,1.9e-05,45.48,0.025
COM4,GliderFET004,2025-06-18 17:33,13.2578,33.7278,3.54,-0.83457,3e-05,-0.874885,1.2e-05,-1.92,-0.022
COM3,GliderFET012,2025-06-18 17:34,13.2737,33.7277,3.58,-0.438003,2.1e-05,-0.50513,3.4e-05,41.26,0.143
COM4,GliderFET004,2025-06-18 17:34,13.2737,33.7277,3.54,-0.834511,3.2e-05,-0.874841,9e-06,0.13,-0.018
COM3,GliderFET012,2025-06-18 17:35,13.2634,33.7296,3.58,-0.437973,1.8e-05,-0.505028,3.2e-05,44.08,0.083
COM4,GliderFET004,2025-06-18 17:35,13.2634,33.7296,3.54,-0.834446,2.6e-05,-0.874787,9e-06,-0.39,-0.027
COM3,GliderFET012,2025-06-18 17:36,13.2516,33.7307,3.58,-0.437918,1.4e-05,-0.504939,4.6e-05,42.72,0.152
COM4,GliderFET004,2025-06-18 17:36,13.2516,33.7307,3.54,-0.834399,2.7e-05,-0.874741,1e-05,2.73,-0.027
COM3,GliderFET012,2025-06-18 17:37,13.2443,33.7315,3.58,-0.437868,2.4e-05,-0.504839,2.8e-05,42.46,0.09
COM4,GliderFET004,2025-06-18 17:37,13.2443,33.7315,3.54,-0.834253,3.2e-05,-0.874614,8e-06,-0.5,-0.037
COM3,GliderFET012,2025-06-18 17:38,13.2493,33.7307,3.58,-0.43784,2.2e-05,-0.504752,2e-05,42.53,0.071
